[epoch: 1, batch: 8] train_loss: 1692.593,  Leraning Rate: 0.000300
[epoch: 2, batch: 8] train_loss: 829.209,  Leraning Rate: 0.000300
[epoch: 3, batch: 8] train_loss: 728.788,  Leraning Rate: 0.000300
[epoch: 4, batch: 8] train_loss: 646.689,  Leraning Rate: 0.000300
[epoch: 5, batch: 8] train_loss: 676.912,  Leraning Rate: 0.000300
[epoch: 6, batch: 8] train_loss: 568.626,  Leraning Rate: 0.000300
[epoch: 7, batch: 8] train_loss: 530.611,  Leraning Rate: 0.000300
[epoch: 8, batch: 8] train_loss: 534.544,  Leraning Rate: 0.000300
[epoch: 9, batch: 8] train_loss: 497.724,  Leraning Rate: 0.000300
[epoch: 10, batch: 8] train_loss: 465.378,  Leraning Rate: 0.000300
[epoch: 11, batch: 8] train_loss: 434.655,  Leraning Rate: 0.000300
[epoch: 12, batch: 8] train_loss: 438.611,  Leraning Rate: 0.000300
[epoch: 13, batch: 8] train_loss: 403.839,  Leraning Rate: 0.000300
[epoch: 14, batch: 8] train_loss: 402.817,  Leraning Rate: 0.000300
[epoch: 15, batch: 8] train_loss: 377.244,  Leraning Rate: 0.000300
[epoch: 16, batch: 8] train_loss: 371.593,  Leraning Rate: 0.000300
[epoch: 17, batch: 8] train_loss: 345.339,  Leraning Rate: 0.000300
[epoch: 18, batch: 8] train_loss: 351.118,  Leraning Rate: 0.000300
[epoch: 19, batch: 8] train_loss: 319.309,  Leraning Rate: 0.000300
[epoch: 20, batch: 8] train_loss: 315.136,  Leraning Rate: 0.000300
[epoch: 21, batch: 8] train_loss: 313.224,  Leraning Rate: 0.000300
[epoch: 22, batch: 8] train_loss: 294.447,  Leraning Rate: 0.000300
[epoch: 23, batch: 8] train_loss: 313.180,  Leraning Rate: 0.000300
[epoch: 24, batch: 8] train_loss: 286.789,  Leraning Rate: 0.000300
[epoch: 25, batch: 8] train_loss: 286.928,  Leraning Rate: 0.000300
[epoch: 26, batch: 8] train_loss: 261.225,  Leraning Rate: 0.000300
[epoch: 27, batch: 8] train_loss: 265.531,  Leraning Rate: 0.000300
[epoch: 28, batch: 8] train_loss: 245.207,  Leraning Rate: 0.000300
[epoch: 29, batch: 8] train_loss: 246.658,  Leraning Rate: 0.000300
[epoch: 30, batch: 8] train_loss: 221.070,  Leraning Rate: 0.000195
[epoch: 31, batch: 8] train_loss: 177.337,  Leraning Rate: 0.000195
[epoch: 32, batch: 8] train_loss: 166.020,  Leraning Rate: 0.000195
[epoch: 33, batch: 8] train_loss: 156.133,  Leraning Rate: 0.000195
[epoch: 34, batch: 8] train_loss: 138.710,  Leraning Rate: 0.000195
[epoch: 35, batch: 8] train_loss: 126.064,  Leraning Rate: 0.000195
[epoch: 36, batch: 8] train_loss: 120.577,  Leraning Rate: 0.000195
[epoch: 37, batch: 8] train_loss: 111.117,  Leraning Rate: 0.000195
[epoch: 38, batch: 8] train_loss: 98.128,  Leraning Rate: 0.000195
[epoch: 39, batch: 8] train_loss: 95.674,  Leraning Rate: 0.000195
[epoch: 40, batch: 8] train_loss: 87.889,  Leraning Rate: 0.000195
[epoch: 41, batch: 8] train_loss: 77.333,  Leraning Rate: 0.000195
[epoch: 42, batch: 8] train_loss: 74.076,  Leraning Rate: 0.000195
[epoch: 43, batch: 8] train_loss: 61.741,  Leraning Rate: 0.000195
[epoch: 44, batch: 8] train_loss: 67.770,  Leraning Rate: 0.000195
[epoch: 45, batch: 8] train_loss: 61.043,  Leraning Rate: 0.000195
[epoch: 46, batch: 8] train_loss: 49.500,  Leraning Rate: 0.000195
[epoch: 47, batch: 8] train_loss: 52.784,  Leraning Rate: 0.000195
[epoch: 48, batch: 8] train_loss: 48.628,  Leraning Rate: 0.000195
[epoch: 49, batch: 8] train_loss: 55.928,  Leraning Rate: 0.000195
[epoch: 50, batch: 8] train_loss: 52.255,  Leraning Rate: 0.000195
[epoch: 51, batch: 8] train_loss: 48.448,  Leraning Rate: 0.000195
[epoch: 52, batch: 8] train_loss: 37.901,  Leraning Rate: 0.000195
[epoch: 53, batch: 8] train_loss: 40.979,  Leraning Rate: 0.000195
[epoch: 54, batch: 8] train_loss: 33.045,  Leraning Rate: 0.000195
[epoch: 55, batch: 8] train_loss: 37.423,  Leraning Rate: 0.000195
[epoch: 56, batch: 8] train_loss: 39.763,  Leraning Rate: 0.000195
[epoch: 57, batch: 8] train_loss: 32.730,  Leraning Rate: 0.000195
[epoch: 58, batch: 8] train_loss: 35.199,  Leraning Rate: 0.000195
[epoch: 59, batch: 8] train_loss: 27.562,  Leraning Rate: 0.000195
[epoch: 60, batch: 8] train_loss: 28.334,  Leraning Rate: 0.000127
[epoch: 61, batch: 8] train_loss: 19.984,  Leraning Rate: 0.000127
[epoch: 62, batch: 8] train_loss: 11.056,  Leraning Rate: 0.000127
[epoch: 63, batch: 8] train_loss: 9.475,  Leraning Rate: 0.000127
[epoch: 64, batch: 8] train_loss: 11.567,  Leraning Rate: 0.000127
[epoch: 65, batch: 8] train_loss: 13.755,  Leraning Rate: 0.000127
[epoch: 66, batch: 8] train_loss: 12.653,  Leraning Rate: 0.000127
[epoch: 67, batch: 8] train_loss: 16.529,  Leraning Rate: 0.000127
[epoch: 68, batch: 8] train_loss: 14.236,  Leraning Rate: 0.000127
[epoch: 69, batch: 8] train_loss: 13.256,  Leraning Rate: 0.000127
[epoch: 70, batch: 8] train_loss: 13.003,  Leraning Rate: 0.000127
[epoch: 71, batch: 8] train_loss: 16.015,  Leraning Rate: 0.000127
[epoch: 72, batch: 8] train_loss: 16.449,  Leraning Rate: 0.000127
[epoch: 73, batch: 8] train_loss: 13.490,  Leraning Rate: 0.000127
[epoch: 74, batch: 8] train_loss: 14.705,  Leraning Rate: 0.000127
[epoch: 75, batch: 8] train_loss: 12.783,  Leraning Rate: 0.000127
[epoch: 76, batch: 8] train_loss: 12.651,  Leraning Rate: 0.000127
[epoch: 77, batch: 8] train_loss: 12.727,  Leraning Rate: 0.000127
[epoch: 78, batch: 8] train_loss: 13.365,  Leraning Rate: 0.000127
[epoch: 79, batch: 8] train_loss: 12.783,  Leraning Rate: 0.000127
[epoch: 80, batch: 8] train_loss: 13.648,  Leraning Rate: 0.000127
[epoch: 81, batch: 8] train_loss: 11.855,  Leraning Rate: 0.000127
[epoch: 82, batch: 8] train_loss: 12.752,  Leraning Rate: 0.000127
[epoch: 83, batch: 8] train_loss: 13.543,  Leraning Rate: 0.000127
[epoch: 84, batch: 8] train_loss: 12.525,  Leraning Rate: 0.000127
[epoch: 85, batch: 8] train_loss: 10.916,  Leraning Rate: 0.000127
[epoch: 86, batch: 8] train_loss: 11.502,  Leraning Rate: 0.000127
[epoch: 87, batch: 8] train_loss: 12.020,  Leraning Rate: 0.000127
[epoch: 88, batch: 8] train_loss: 13.366,  Leraning Rate: 0.000127
[epoch: 89, batch: 8] train_loss: 13.085,  Leraning Rate: 0.000127
[epoch: 90, batch: 8] train_loss: 11.980,  Leraning Rate: 0.000082
[epoch: 91, batch: 8] train_loss: 7.566,  Leraning Rate: 0.000082
[epoch: 92, batch: 8] train_loss: 3.858,  Leraning Rate: 0.000082
[epoch: 93, batch: 8] train_loss: 3.131,  Leraning Rate: 0.000082
[epoch: 94, batch: 8] train_loss: 3.328,  Leraning Rate: 0.000082
[epoch: 95, batch: 8] train_loss: 4.222,  Leraning Rate: 0.000082
[epoch: 96, batch: 8] train_loss: 4.941,  Leraning Rate: 0.000082
[epoch: 97, batch: 8] train_loss: 5.835,  Leraning Rate: 0.000082
[epoch: 98, batch: 8] train_loss: 5.943,  Leraning Rate: 0.000082
[epoch: 99, batch: 8] train_loss: 5.126,  Leraning Rate: 0.000082
